game_id,word,remark,new_std_word
935661,force,event,strength_physical
935661,shatter,event,destroy_devastate_wreck
935675,piloting,event,swim
935684,Magi,name,wizard
935829,experiment,world,laboratory
935834,track,world,music
935846,pilot,event,drive
935893,horsepower,world,fast
935894,piloted,event,drive
935895,silently,world,stealth
936126,robbers,world,criminal
936127,microbial,world,small_mini
936391,baseball,world,baseball
936427,basketball,world,basketball
936427,ESPN,name,television_broadcast
936467,face-off,event,compete
936467,protégé,world,student
936499,struggling,world,struggle
936582,special_moves,event,move_special_move
936696,hoverboard,world,hoverboard
937003,loyalists,world,faction_coalition
937017,Hundred_Years'_War,name,history
937327,balance,world,peace_order
937627,special_moves,event,move_special_move
937628,moving_exits,world,door_gate_exit
937709,plunge,event,fall
937748,thwart,event,stop
937821,rocket,event,rocket
938006,street,world,city
938028,streets,world,city
938056,power-ups,world,powerup_pickup
938058,escape_,mode,escape
938058,capture,mode,capture
938058,capture,mode,capture
938066,steam,world,realistic_accurate
938093,Super_Skrull,name,licensed_content_cultural_products
938113,Reggie_Belafonte_Big_Z_Memorial_Surf_Off,name,tournament_competition
938142,peace,event,peace_order
938147,swashbuckling,avatar,sword
938147,oppressed,world,downtrodden_oppressed
938218,rubber,world,toy
938344,schemes,world,strategy_tactics
938464,players,event,athlete
938506,ninja_stars,avatar,ninja_weapon
938524,duels,event,fight
938535,1983,world,retro
938583,plots,world,worlds_realm_land_world
938642,struggles,world,struggle
938681,stages,world,level_stage
938684,Shipwreck_Isand,world,island
938702,worldwide_,world,global_international_around_the_world
938702,gun_ships,world,plane
938702,massive_,world,global_international_around_the_world
938874,diving,event,fall
938954,race_car,event,car
938955,power-ups,world,powerup_pickup
938961,power-up,world,powerup_pickup
939022,PGA,name,licensed_tournament
939093,tracks,world,music
939137,villages,world,village
939160,continents,world,global_international_around_the_world
939199,personality,world,trait_characteristics
939199,park,world,playground
939199,gathering,event,social
939278,snakeballers,world,athlete
939307,ankle-breaking,event,skill_technique
939310,unworldly,world,superhuman
939310,space,world,space_area_zone
939310,Serpent_King,name,king
939322,surroundings,world,terrain
939322,dirt,world,debris
939336,agency,world,government
939405,balance,world,peace_order
939413,Queen_of_the_World,name,boat
939413,queen_,world,boat
939441,worlds,world,planet
939441,wormhole,world,outer_space
939458,take_back,event,conquer
939464,Tecmo_Super_Bowl,name,licensed_content_video_games
939472,power-ups,world,powerup_pickup
939472,eighties_,world,retro
939472,space_combat_,genre,outer_space
939541,capture,event,simulation
939565,Gil_Grissom,name,licensed_content_cultural_products
939565,Catherine_Willows,name,licensed_content_cultural_products
939574,the_world_,world,global_international_around_the_world
939578,Trade_Federation,event,alliance
939645,King_Cold,name,licensed_content_cultural_products
939645,Nail,name,licensed_content_cultural_products
939662,exercises,event,train_practice
939662,Scrabble,name,DELETE
939988,Brutal_Deluxe,name,franchise_team
940560,space,world,space_area_zone
941527,arms,world,limb
941527,wings,event,fly
941592,meteorite_crater,world,lake_pond
941593,Rotation,world,pool_billiards
941633,paint,world,basketball_court
941825,mechanoids,world,mech_robot
941937,PDC,name,licensed_tournament
941990,Franklin_Fizzlybear,name,JUST_NAME
941995,line,event,grid
941995,row,world,grid
942008,power-ups,world,powerup_pickup
942016,paths,world,route
942025,lone,avatar,alone
942025,superhero,avatar,hero
942034,marine,world,underwater_animal
942041,power-ups,world,powerup_pickup
942049,Naval_Battle,world,board_game
942050,aircraft,world,plane
942051,harmonizing,event,music
942059,streets,world,city
942059,struggling,world,struggle
942072,rocket,event,fast
942210,Lloyd,name,JUST_NAME
942280,Denmark,name,scandinavia
942613,race,event,class_breed_race
942657,oppressive,world,dictator
942686,hotel_room,world,hotel_resort
942686,bedroom,world,home
942739,tracking,event,chase_pursue
942780,power-ups,world,powerup_pickup
942889,bones,world,food
942901,continents,world,global_international_around_the_world
942960,warriors,world,warrior
942963,silent,world,stealth
942984,gridiron,world,gridiron_american_football_field
943006,Startling_Developments_Detective_Agency,name,detective_sleuth
943086,rock,world,shake
943117,superhero,avatar,hero
943137,Skip,event,race
981348,power-ups,world,powerup_pickup
981368,elite,avatar,money
981383,hooks,event,grapple_grip_grappling_hook
981422,crawl,event,travel
982128,special_maneuvers,event,move_special_move
982250,combine,event,DELETE
984778,moon-slugs,world,reptile
984805,Killers,world,darts
984907,experiment,event,create_design
984907,Free_Play_Mode,mode,endless
984933,Hiccup,name,licensed_content_cultural_products
984933,Astrid,name,licensed_content_cultural_products
984984,magic,avatar,magic
984984,life,world,life
985981,oddball,world,crazy_wacky
986085,Spice_Girls,name,music_band_name
986132,dance,event,electronic_music_genre
986137,train,event,train_railroads
986202,winter,event,arctic_frozen_icy
986214,aircraft_,world,plane
986258,PGA,name,licensed_tournament
986263,Spider_Monkey,world,JUST_NAME
987731,shipwrecked,world,crash
988052,backyard,world,garden
988052,power-ups,world,powerup_pickup
988055,allies,world,friend
988394,Bass_Pro_Shops,name,equipment
988785,professional,world,pro_professional
988805,ally,world,friend
988805,transport,world,travel
988982,veterans,avatar,warrior
988983,LAPD,name,police
988983,racketeering,world,criminal
988983,crime_thriller,genre,tension_suspense
989145,question,event,quiz
989150,elemental,world,elemental
989150,Lords_of_Sea,name,nobility_lord_count_baron
989150,Lords_of_Air,name,nobility_lord_count_baron
989515,scrambler,world,block_obstruction
989931,privateer,world,soldier
989951,plague,world,attack
990007,super_heroes,avatar,hero
990608,Skelekitten,name,JUST_NAME
990630,Lord_Dracula,name,vampire
990635,Poker,event,darts
990874,aircraft,world,spaceship
990875,power-ups,world,powerup_pickup
991039,brilliance,world,lively_vibrant_colorful
991067,Power_Plant_Posse,name,team_group_crew_squad
991127,80s,world,retro
991141,ballectic,world,timing_coordination
991141,power-ups,world,powerup_pickup
991323,universes,world,worlds_realm_land_world
991326,power-ups,world,powerup_pickup
991352,board,world,ski_water
991402,track,world,music
991428,control_,event,DELETE
991492,special_abilities,event,move_special_move
991497,stars,world,points
991517,turn,event,race
991521,punch,event,smash
991730,winged,event,fly
991753,dominating,event,defeat
994625,children,world,kids
994906,Log_Cutting,world,hack_and_slash
995051,grave,world,death
995068,luchadores,world,athlete
995070,bio-weapons,world,bio-technology
995075,XBLA,name,online
995078,movement,event,move_special_move
995377,grab,event,grapple_grip_grappling_hook
995448,power-ups,world,powerup_pickup
995452,race,event,class_breed_race
995480,Monaco,name,france
995601,bursting_,event,explode_blast
995601,Lumberjack_trials,mode,licensed_content_video_games
995601,Pizza_jungle_delivery_company,name,licensed_content_video_games
995601,RC_Buggy_madness,world,licensed_content_video_games
995601,Templar_Bashing,world,licensed_content_video_games
995602,elements,world,object
995670,personalities,avatar,trait_characteristics
995721,gunship,world,helicopter
995879,Broadway,world,music
995879,Fame,name,music_song_name
995912,Cars,name,licensed_content_cultural_products
995912,The_Lion_King,name,licensed_content_cultural_products
995912,The_Princess_and_The_Frog,name,licensed_content_cultural_products
995950,space,world,space_area_zone
996092,Master_Assassin,avatar,assassin
996586,Zeros,name,plane
997173,forces,world,energy_power
997372,Prisma_City,name,city
997372,the_Blancs,name,licensed_content_video_games
997381,secret_area,world,hidden
997428,goal,world,objective_target
997430,Legionnaires,world,soldier
997430,Legion,world,army
997501,vessel,world,body
997544,unsettling,world,scary_terrifying_horror
997545,unsettling,world,scary_terrifying_horror
997545,stages,world,level_stage
997605,troopers,world,soldier
997628,Track_&_Field,world,track_athletics
997634,Superstar_Homes_Magazine,world,magazine_newspaper
997651,results,world,objective_target
997657,routine,world,exercise_fitness
997664,rock_and_roll,event,rock_and_roll_music_genre
997717,shoot,event,basketball
997722,elements,world,elemental
997741,The_Doom_Syndicate,name,gang_criminal_organization_maffia
997753,Mushroom_Kingdom,name,licensed_content_video_games
997755,special_attack,event,move_special_move
997756,tracks,world,music
997756,moving,event,dance
997757,overtake,event,defeat
997761,Kirby,name,licensed_content_video_games
997878,movement,event,dance
997879,moves,event,dance
997880,the_free_world,world,the_west
997931,flight,event,rescue
998016,hiding,world,cover_hide_protect
998058,desert,world,desert
998091,rock,world,rocks_stones
998127,grids,world,grid
999086,power-up,world,powerup_pickup
999091,power-ups,world,powerup_pickup
999548,losing,event,loser_dropout
943279,cyber,world,cpu_computer
943281,anchor,event,grapple_grip_grappling_hook
943284,dilation,event,time_travel
943298,heads-up,event,compete
943298,take_on,event,compete
943298,face_off,event,compete
943309,corkscrews,world,stunt
943309,Hot_Wheels,world,licensed_content_cultural_products
943339,Necromorphs,world,zombie
943340,pastoral,world,plains_tundra
943385,happiness,world,satisfy
943397,gliding,event,stealth
943397,shadows,world,dark_no_light
943402,fencing,event,sword
943413,air,world,stunt
943427,moves,event,dance
943428,sealed,world,capture
943439,rubber_ducky,world,toy
943495,Agent_47,name,licensed_content_video_games
943565,Clash_Mode,mode,compete
943566,super_heroes,avatar,superhuman
943570,Rover,name,automotive_manufacturer
943666,starfighter,world,spaceship
943712,Abel,name,licensed_content_video_games
943724,Fox,name,JUST_NAME
943724,Wolf,name,JUST_NAME
943726,below,world,left_right_up_down_direction
943780,shipment,world,transport_deliver
943783,Blockbeard,name,JUST_NAME
943805,Chef_Ramsay,name,licensed_content_cultural_products
943896,fearsome,world,fearsome_intimidating
943896,dirt,world,ground_on_land
943927,records,world,record_achievement
943927,break,event,win
943927,winter,event,snow
943966,Aeon_Illuminate,name,licensed_content_video_games
943966,Cybran_Nation,name,licensed_content_video_games
944011,wrangle,event,capture
944032,Skynet,name,licensed_content_cultural_products
944032,John_Connor,name,licensed_content_cultural_products
944032,T-7T,name,licensed_content_cultural_products
944146,one-on-one,world,compete
944252,Don_King,name,licensed_content_cultural_products
944280,winnings,event,money
944425,home_improvement,event,fix_repair
944442,Diego,name,licensed_content_cultural_products
944442,Alicia,name,licensed_content_cultural_products
944519,Ford,franchise,automotive_manufacturer
944716,find_your_way,event,return
944719,woodwinds,event,musical_instrument
944785,Parker,name,JUST_NAME
944785,Earth_Defense_Force,world,army
944794,lift_,event,exercise_fitness
944794,shoot,event,shot_sports
944795,Shirnk_Ray,world,small_mini
944855,Nerf,world,licensed_content_cultural_products
944900,blocks,world,block_cube_brick
944948,ingredients,world,food
944951,bump,event,volleyball
944952,develop,event,grow
944964,tracks,world,music
945019,peace,event,peace_order
945044,showdown,world,fight
945046,Super_SIdekicks3,name,licensed_content_video_games
945064,Woody,world,licensed_content_cultural_products
945167,Furious_Five,name,licensed_content_cultural_products
945168,Monkey,name,licensed_content_cultural_products
945382,Jeff_Gordon,name,athlete_name
945407,couch_vs._couch,world,compete
945407,couch_vs._couch,world,compete
945456,Dudley_Do-Right,name,licensed_content_cultural_products
945572,pieces,world,part_piece
945591,throttle,world,car
945591,Sky_Crawlers,name,licensed_content_cultural_products
945617,crime-lord,world,leader
945622,blocks,world,block_cube_brick
945632,eliminate,event,defeat
945804,Slug_Sucker,name,suck_vacuum
945850,tracklist,world,music
945850,tracks,world,music
945885,Red_Suit,world,licensed_content_cultural_products
945916,deal,world,trade
945951,Spyro,name,licensed_content_video_games
946021,aim,event,aim
946119,Rubik's_Cube,name,licensed_content_cultural_products
946123,diabolical,world,evil
946126,sours,world,JUST_NAME
946172,scrolling,perspective,side_scrolling
946237,Norman_Hansen,name,licensed_content_cultural_products
946431,jet-set,world,famous
946469,gimmicks,world,move_special_move
946535,Cheryl_Miller,name,television_broadcast
946535,Clark_Kellogg,name,television_broadcast
946604,gore,world,gore_grotesque_foul
946617,duels,event,fight
946757,Battle_mode,mode,compete
946757,Battle_mode,mode,compete
946769,mechanized,world,robot
946769,mechanized,world,machine
946788,peace,event,peace_order
946815,bombers,world,bomb
946860,space_opera,world,story
946864,King_Krunch,name,athlete_name
946864,Air_Force,name,athlete_name
947068,shady,world,corrupt
947068,gathering,event,record_log_document
947638,shape,world,health
948798,Six_Flags,name,licensed_content_cultural_products
948811,sorties,world,mission
949381,Mr._Potato_Head,name,licensed_content_cultural_products
949381,Battleship,name,board_game
949381,Connect_Four,name,board_game
949615,family,world,family
949618,accidents,world,mystery
949715,Gabriella,name,licensed_content_cultural_products
949715,Gabriella,name,licensed_content_cultural_products
949715,Sharpay,name,licensed_content_cultural_products
949715,Sharpay,name,licensed_content_cultural_products
949715,Ryan,name,licensed_content_cultural_products
949715,Ryan,name,licensed_content_cultural_products
949715,Chad,name,licensed_content_cultural_products
949715,Chad,name,licensed_content_cultural_products
949715,dance-offs,event,compete
